id,genus,species,collector,number,addcoll,dups,majorarea,minorarea,locnotes,altitude,colldate,latitude,longitude,country,collcite,phenology
2706,Solanum,boliviense,"Clausen, AM",1770,"Stábile, A",BAL,Tucumán,Tafí del Valle,Cumbres Calchaquies,3391 m,16-Mar-07,26°27'S,"65°42'60""W",Argentina,Clausen & Stábile,fr
2707,Solanum,boliviense,"Clausen, AM",1771,"Stábile, A",BAL,Tucumán,Tafí del Valle,Cumbres Calchaquies,3583 m,16-Mar-07,26°27'S,"65°42'60""W",Argentina,Clausen & Stábile,fr
2689,Solanum,boliviense,"Descole, H",s.n.,,LIL,Tucumán,Tafí del Valle,La Ciénaga,0 m,s.d.,"26°45'60""S",65°39'W,Argentina,Descole,fr
2696,Solanum,boliviense,"Hawkes, JG",3496,,BAL,Tucumán,Tafí del Valle,Quebrada Honda,3200 m,17-Feb-66,"26°43'60""S","65°43'60""W",Argentina,Hawkes,fl
2699,Solanum,boliviense,"Lorentz, PG",664,"Hieronymus, GH","CORD, GOET",Tucumán,Tafí del Valle,Tucumán,0 m,10 Jan 1874,"26°42'60""S",65°48'W,Argentina,Lorentz & Hieronymus,fr
2661,Solanum,boliviense,"Petersen, E",326,"Hjerting, JP","C, K",Tucumán,Tafí del Valle,Tafí,2900 m,14-Feb-52,"26°51'60""S","65°40'60""W",Argentina,Petersen & Hjerting,fl
2662,Solanum,boliviense,"Petersen, E",327,"Hjerting, JP","C, K",Tucumán,Tafí del Valle,Tafí,2900 m,14-Feb-52,"26°51'60""S","65°40'60""W",Argentina,Petersen & Hjerting,fl
2667,Solanum,boliviense,"Petersen, E",858,"Hjerting, JP",C,Tucumán,Tafí del Valle,Tafí,2750 m,01-Jan-53,"26°51'60""S","65°40'60""W",Argentina,Petersen & Hjerting,
2703,Solanum,boliviense,"Sparre, CS",9230,,LIL,Tucumán,Tafí del Valle,Calchaqui,3000 m,23-Jan-52,"26°27'60""S","66°4'60""W",Argentina,Sparre,
2695,Solanum,boliviense,"Hawkes, JG",3488,"Hjerting, JP; Rahn, K",C,Tucumán,Unknown,Infiernillo,3550 m,15-Feb-66,"26°43'60""S","65°43'60""W",Argentina,Hawkes et al.,fr
3061,Solanum,boliviense,"van den Berg, RG",620,"Spooner, DM; Ugarte, ML","BOLV, PTIS, WAG",Chuquisaca,Azurduy,"85 km north of Azurduy, 1:250,000-scale map SE 20-13",3200 m,16-Jan-94,"19°52'60""S",64°34'W,Bolivia,van den Berg et al.,fr
3049,Solanum,boliviense,"Spooner, DM",6612,"Willman García, F","BOLV, PTIS, WAG, WIS",Chuquisaca,Nor Cinti,"26.4 km NW of town square of Culpina on rd to Santa Elena, 1:250,000-scale map SF 20-1",2940 m,23-Feb-93,"20°40'33""S","64°51'27""W",Bolivia,Spooner & Willman García,fl
3110,Solanum,boliviense,"Balls, EK",6188,,"C, K, UC",Chuquisaca,Oropeza,"Guerraloma, near Sucre",3020 m,08-Mar-39,"18°58'60""S","65°20'60""W",Bolivia,Balls,fr
3111,Solanum,boliviense,"Balls, EK",6190,,"BM, C, K, UC",Chuquisaca,Oropeza,"Guerraloma near Sucre, southern Bolivia",3020 m,08-Mar-39,"18°58'60""S","65°20'60""W",Bolivia,Balls,
3112,Solanum,boliviense,"Ochoa, CM",11929,,"CUZ, P",Chuquisaca,Oropeza,Vicinity of Guerraloma,2770 m,11-Mar-78,"18°58'60""S",65°22'W,Bolivia,Ochoa,fl
3113,Solanum,boliviense,"Ochoa, CM",11935,,CUZ,Chuquisaca,Oropeza,Between Ckuchu Tambo and Guerraloma,3000 m,13-Mar-78,"18°58'60""S",65°22'W,Bolivia,Ochoa,fr
3086,Solanum,boliviense,"Spooner, DM",6673,"Willman García, F","BOLV, PTIS, WAG, WIS",Chuquisaca,Tomina,"36 km S of town square of Icla on road to Sibundoy, 1:250,000-scale map SE 20-13",3850 m,06-Mar-93,"19°31'10""S","64°39'25""W",Bolivia,Spooner & Willman García,fl
3097,Solanum,boliviense,"Ross, H",344,,C,Chuquisaca,Yamparáez,"Siclla, 8 km W of Tarabuco",3600 m,1959,"19°7'60""S",64°54'W,Bolivia,Ross,fr
3101,Solanum,boliviense,"Ugent, D",4973,"Cárdenas, M",F,Chuquisaca,Yamparáez,20 km SSE of Sucre on the Sucre-Yamparáez road,2800 m,12-Apr-63,"19°4'60""S",65°15'W,Bolivia,Ugent & Cárdenas,fr
3160,Solanum,boliviense,"Hawkes, JG",5603,"Van Harten, AM; Landeo, J",K,Cochabamba,Arani,"Estación experimental de Toralapa, 71-72 km from Cochabamba, on road to Santa Cruz",3500 m,22-Mar-74,17°25'S,65°40'W,Bolivia,Hawkes et al.,fl
3148,Solanum,boliviense,"Spooner, DM",6631,"Willman García, F","BOLV, PTIS, WAG, WIS",Cochabamba,Arani,"75 km E of Cochabamba on rd to Montepunco, 4 km E of Toralapa research Station, 1:250,000-scale map SE 20-5",3690 m,02-Mar-93,"17°29'1""S","65°36'59""W",Bolivia,Spooner & Willman García,fr
3221,Solanum,boliviense,"Brooke, WMA",3053,,NY,Cochabamba,Ayopaya,"Choro. Above the Cocapata river about 100 miles NW of Cochabamba, across the Tunari range",3350 m,22-Jun-50,"16°55'60""S",66°42'W,Bolivia,Brooke,fr
3192,Solanum,boliviense,"Hawkes, JG",6697,"Hjerting, JP; Avilés, I",K,Cochabamba,Ayopaya,"30 km from the turning off the Morochata-Cochabamba road towards Cocapata, near Loko",3950 m,03-Apr-80,17°12'S,66°28'W,Bolivia,Hawkes et al.,fr
3197,Solanum,boliviense,"Ugent, D",4805,,CUZ,Cochabamba,Ayopaya,"Janko Cala, above San Miguel bridge and Liriuni on the Cochabamba-Vizcachas road, about 25 K NNW of Cochabamba",3900 m,09-Apr-63,17°12'S,"66°16'60""W",Bolivia,Ugent,fr
3227,Solanum,boliviense,"Ugent, D",4845,,US,Cochabamba,Ayopaya,"Sihuincani, near Hacienda Sailapata, about 65 km NNW of Cochabamba",3600 m,09-Apr-63,"16°49'60""S","66°24'60""W",Bolivia,Ugent,
3231,Solanum,boliviense,"Ugent, D",4853,,"C, K, PTIS",Cochabamba,Ayopaya,"10 km from Hacienda Sailapata on road to Cuatro Cruces, ""Suncani.""",NA,09-Apr-63,16°30'S,"66°34'60""W",Bolivia,Ugent,
3151,Solanum,boliviense,"Hawkes, JG",6423,"Hjerting, JP; Avilés, I",K,Cochabamba,Carrasco,105 km from Cochabamba on road to Santa Cruz,2900 m,21-Feb-80,17°28'S,"65°16'60""W",Bolivia,Hawkes et al.,fr
3179,Solanum,boliviense,"Hawkes, JG",6602,"Hjerting, JP; Avilés, I",K,Cochabamba,Cercado,"Sierra de Tunari, near Lake Huara Huara at end of road, 23.5 km from park entry",4000 m,14-Mar-80,17°18'S,66°10'W,Bolivia,Hawkes et al.,fl
3178,Solanum,boliviense,"Hawkes, JG",4261,"Hjerting, JP; Cribb, PJ; Huamán, Z",K,Cochabamba,Quillacollo,20.5 km from Quillacollo on road to Morochata,3500 m,27-Jan-71,17°18'S,"66°25'60""W",Bolivia,Hawkes et al.,fr
3172,Solanum,boliviense,"Hawkes, JG",6465,"Hjerting, JP; Avilés, I",K,Cochabamba,Quillacollo,19 km from Quillacollo on road to Morachata,3400 m,25-Feb-80,17°21'S,"66°20'60""W",Bolivia,Hawkes et al.,fl
3140,Solanum,boliviense,"Correll, DS",605,"Dodds, K; Brücher, H; Paxman, G","K, LL, NY, US",Cochabamba,Unknown,"Near Koari, on the Cochabamba-Santa Cruz road",3800 m,13-Feb-60,17°31'S,"65°28'60""W",Bolivia,Correll et al.,
3149,Solanum,boliviense,"Spooner, DM",6501,"Willman García, F",,Cochabamba,Unknown,"Tiraque: at Estación Experimental Toralapa, at km 71, along old road from Cochabamba to Santa Cruz, 1:250,000-scale map SE 20-5",3578 m,08-Feb-93,"17°28'37""S","65°35'13""W",Bolivia,Spooner & Willman García,fr
3222,Solanum,boliviense,"Van Soest, L",154,,K,La Paz,Ingavi,38 km from Viacha on road to Nazacara,4100 m,22-Mar-80,"16°49'60""S","68°36'60""W",Bolivia,Van Soest,
3214,Solanum,boliviense,"Van Soest, L",173,,C,La Paz,Inquisivi,"73 km from Panduro on the road to Quime, 5 km after Huañacota",3910 m,25-Mar-80,17°3'S,"67°16'60""W",Bolivia,Van Soest,
3213,Solanum,boliviense,"Van Soest, L",19,,K,La Paz,Inquisivi,76 km from Panduro on road to Quime (4 km after Huañacota village),4040 m,24-Feb-80,17°3'S,67°18'W,Bolivia,Van Soest,fl
3211,Solanum,boliviense,"Van Soest, L",48,,C,La Paz,Loayza,8 km from Caxata junction towards Araca,4140 m,26-Feb-80,17°4'S,"67°22'60""W",Bolivia,Van Soest,fl
3235,Solanum,boliviense,"Van Soest, L",117,,K,La Paz,Murillo,"Road to Palca, sideroad turning off at 23 km from Inst. Nac. De Biol. Animal",3990 m,12-Mar-80,"16°19'60""S",68°W,Bolivia,Van Soest,fl
3127,Solanum,boliviense,"Correll, DS",603,"Dodds, K; Brücher, H; Paxman, G","K, LL, US",Oruro,Unknown,"On rocky slope N of Eucaliptus, on road to Oruro",NA,11-Feb-60,18°40'S,67°30'W,Bolivia,Correll et al.,fl
3130,Solanum,boliviense,"Hondelmann, W",16,"Astley, D; Moreira, A",K,Potosí,Bustillo,41 km from Uncia on mountain road above Amayapampa,3950 m,20-Feb-80,18°28'S,"66°25'60""W",Bolivia,Hondelmann et al.,
3075,Solanum,boliviense,"Hawkes, JG",4317,"Hjerting, JP; Cribb, PJ; Huamán, Z","C, K",Potosí,Frias,Below Potosí on road to Lecherías,3950 m,31-Jan-71,"19°35'1""S","65°45'11""W",Bolivia,Hawkes et al.,fl
3076,Solanum,boliviense,"Hjerting, JP",4589,"Cribb, P; Huamán, Z","C, K",Potosí,Frias,"Road to Lecherías, 0.5 km below Potosí",3950 m,07-Mar-71,"19°35'1""S","65°45'11""W",Bolivia,Hjerting et al.,fl
3077,Solanum,boliviense,"Hjerting, JP",4590,"Cribb, P; Huamán, Z","C, K",Potosí,Frias,"Road to Lecherías, 0.75 km below Potosí",3950 m,07-Mar-71,"19°35'1""S","65°45'11""W",Bolivia,Hjerting et al.,fl
3079,Solanum,boliviense,"Cárdenas, M",s.n.,,LL,Potosí,Unknown,Near Potosí,4000 m,01-Feb-49,"19°35'1""S","65°45'11""W",Bolivia,Cárdenas,fr
3090,Solanum,boliviense,"Correll, DS",633,"Dodds, K; Brücher, H; Paxman, G","K, LL, MO, NY, SUNIV, UC",Potosí,Unknown,Open fields about 80 km from Potosí on road to Sucre,NA,18-Feb-60,"19°13'60""S","65°25'60""W",Bolivia,Correll et al.,
3026,Solanum,boliviense,"Ochoa, CM",11985,,CUZ,Tarija,Avilez,14 K SE of Copacabana,3750 m,21-Mar-78,"21°52'60""S","64°58'60""W",Bolivia,Ochoa,fr
3025,Solanum,boliviense,"Ochoa, CM",11987,,CUZ,Tarija,Avilez,"Punapatanca, in highlands ofTajsara",3730 m,Mar-78,21°55'S,"65°1'60""W",Bolivia,Ochoa,fl
3042,Solanum,boliviense,"Hjerting, JP",4641,"Cribb, P; Huamán, Z",K,Tarija,Mendéz,Below Cumbre de Sama on road to Tarija,3660 m,11-Mar-71,"21°25'60""S","64°52'60""W",Bolivia,Hjerting et al.,fl
3024,Solanum,boliviense,"Fiebrig, K",2618,,SUNIV,Tarija,Unknown,Puna Patanca,3700 m,08-Jan-04,21°57'S,65°4'W,Bolivia,Fiebrig,fl
1923,Solanum,boliviense,"Ochoa, CM",14273,,"CUZ, USM",Arequipa,Caylloma,bottom of Cerro Yahuarmayo,4100 m,06-Mar-81,"15°36'50""S","71°32'6""W",Peru,Ochoa,fl
1596,Solanum,boliviense,"Ugent, D",3592,,WIS,Cusco,Cusco,"Sacsayhuamán Ruins, Inca fortress, above Cusco",3500 m,15-Feb-63,13°31'S,71°58'W,Peru,Ugent,fl
1480,Solanum,boliviense,"Ochoa, CM",13776,,CUZ,Cusco,Urubamba,between San Juan and Cuyoc heights de Yucay,NA,18-Mar-80,"13°19'17""S","72°4'56""W",Peru,Ochoa,fl
3359,Solanum,brevicaule,"Okada, KA",7558,"García, O",PTIS,Jujuy,Capital,Molinos,3200 m,03-Apr-83,"23°58'12""S","65°37'48""W",Argentina,Okada & García,fl
3352,Solanum,brevicaule,"Okada, KA",7577,"García, O",PTIS,Jujuy,Capital,Abra de Cerrillos,3450 m,04-Apr-83,24°6'S,"65°40'12""W",Argentina,Okada & García,fl
3593,Solanum,brevicaule,"Clausen, AM",1710,"Ispizúa, NV",BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3650 m,26-Jan-05,23°S,"65°16'12""W",Argentina,Clausen & Ispizúa,fr
3594,Solanum,brevicaule,"Clausen, AM",1713,"Ispizúa, NV",BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3650 m,26-Jan-05,23°S,"65°16'12""W",Argentina,Clausen & Ispizúa,
3598,Solanum,brevicaule,"Hawkes, JG",3907,"Hjerting, JP;  Rahn, K","C, BAL",Jujuy,Humahuaca,Iturbe,3530 m,16-Mar-66,"22°58'60""S","65°20'60""W",Argentina,Hawkes et al.,
3528,Solanum,brevicaule,"Okada, KA",3047,,"BAL, K",Jujuy,Humahuaca,Quebrada de la Soledad,3300 m,05-Mar-67,23°12'S,65°27'W,Argentina,Okada,fl
3513,Solanum,brevicaule,"Okada, KA",4493,,"BAL, PTIS",Jujuy,Humahuaca,Cianzo,3800 m,02-Apr-72,"23°13'60""S","65°12'60""W",Argentina,Okada,fr
3515,Solanum,brevicaule,"Okada, KA",4495,,"BAL, PTIS",Jujuy,Humahuaca,Cianzo,3800 m,02-Apr-72,"23°13'60""S","65°12'60""W",Argentina,Okada,fl
3601,Solanum,brevicaule,"Okada, KA",4536,,BAL,Jujuy,Humahuaca,Sierra Alta,3501 m,05-Apr-72,"22°58'60""S","65°20'60""W",Argentina,Okada,fl
3657,Solanum,brevicaule,"Okada, KA",4541,, BAL,Jujuy,Humahuaca,Sierra Alta,3580 m,05-Apr-72,"22°54'60""S","65°21'60""W",Argentina,Okada,fl
3627,Solanum,brevicaule,"Okada, KA",4553,,"BAL, C",Jujuy,Humahuaca,Esquina Blanca,3500 m,08-Apr-72,"22°58'12""S","65°25'48""W",Argentina,Okada,fr
3629,Solanum,brevicaule,"Okada, KA",4555,,BAL,Jujuy,Humahuaca,Esquina Blanca,3500 m,08-Apr-72,"22°58'12""S","65°25'48""W",Argentina,Okada,fr
3631,Solanum,brevicaule,"Okada, KA",4559,,BAL,Jujuy,Humahuaca,Esquina Blanca,3500 m,08-Apr-72,"22°58'12""S","65°25'48""W",Argentina,Okada,fl
3602,Solanum,brevicaule,"Okada, KA",4570,,BAL,Jujuy,Humahuaca,Iturbe,3700 m,11-Apr-72,"22°58'60""S","65°20'60""W",Argentina,Okada,
3579,Solanum,brevicaule,"Okada, KA",6939,,BAL,Jujuy,Humahuaca,Esquina Blanca,3500 m,21-Jan-79,"23°1'60""S","65°9'60""W",Argentina,Okada,fr
3638,Solanum,brevicaule,"Okada, KA",6950,,BAL,Jujuy,Humahuaca,Esquina Blanca,3500 m,23-Jan-79,22°57'S,65°33'W,Argentina,Okada,fr
3580,Solanum,brevicaule,"Okada, KA",6959,,BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3500 m,23-Jan-79,"23°1'60""S","65°9'60""W",Argentina,Okada,fr
3532,Solanum,brevicaule,"Okada, KA",6969,,BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3500 m,25-Jan-79,23°12'S,"65°20'60""W",Argentina,Okada,fl
3559,Solanum,brevicaule,"Okada, KA",6976,,BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3600 m,25-Jan-79,23°6'S,"65°19'60""W",Argentina,Okada,fr
3494,Solanum,brevicaule,"Okada, KA",6981,,BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3600 m,25-Jan-79,"23°18'60""S","65°13'60""W",Argentina,Okada,fl
3520,Solanum,brevicaule,"Okada, KA",6993,,BAL,Jujuy,Humahuaca,Estacion Azul Pampa,3400 m,25-Jan-79,"23°13'60""S","65°12'60""W",Argentina,Okada,
3504,Solanum,brevicaule,"Okada, KA",7004,,BAL,Jujuy,Humahuaca,Estacion Azul Pampa,3500 m,25-Jan-79,"23°16'60""S","65°20'60""W",Argentina,Okada,fr
3533,Solanum,brevicaule,"Okada, KA",7010,,BAL,Jujuy,Humahuaca,Estacion Azul Pampa,3500 m,25-Jan-79,23°12'S,"65°20'60""W",Argentina,Okada,fr
3615,Solanum,brevicaule,"Okada, KA",7050,,BAL,Jujuy,Humahuaca,Iturbe,3600 m,06-Jun-79,"22°58'60""S","65°20'60""W",Argentina,Okada,
3620,Solanum,brevicaule,"Okada, KA",7056,,BAL,Jujuy,Humahuaca,Iturbe,3600 m,06-Jun-79,"22°58'60""S","65°20'60""W",Argentina,Okada,fl
3622,Solanum,brevicaule,"Okada, KA",7062,,BAL,Jujuy,Humahuaca,Iturbe,3600 m,06-Jun-79,"22°58'60""S","65°20'60""W",Argentina,Okada,
3523,Solanum,brevicaule,"Okada, KA",7074,,BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3600 m,07-Jun-79,"23°13'60""S","65°12'60""W",Argentina,Okada,fr
3635,Solanum,brevicaule,"Okada, KA",7087,,BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3600 m,07-Jun-79,"22°57'60""S","65°31'60""W",Argentina,Okada,fr
3666,Solanum,brevicaule,"Okada, KA",7103,,BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3600 m,07-Jun-79,22°54'S,"65°16'60""W",Argentina,Okada,
3544,Solanum,brevicaule,"Okada, KA",7104,,BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3600 m,07-Jun-79,23°9'S,65°27'W,Argentina,Okada,
3508,Solanum,brevicaule,"Okada, KA",7111,,BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3600 m,07-Jun-79,"23°16'60""S","65°19'60""W",Argentina,Okada,fr
3552,Solanum,brevicaule,"Okada, KA",7127,,BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3600 m,07-Jun-79,"23°7'60""S","65°0'60""W",Argentina,Okada,fl
3581,Solanum,brevicaule,"Okada, KA",7131,,BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3600 m,07-Jun-79,"23°1'60""S","65°9'60""W",Argentina,Okada,fr
3525,Solanum,brevicaule,"Okada, KA",7132,,BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3600 m,07-Jun-79,"23°13'60""S","65°12'60""W",Argentina,Okada,fr
3526,Solanum,brevicaule,"Okada, KA",7133,,BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3600 m,07-Jun-79,"23°13'60""S","65°12'60""W",Argentina,Okada,
3667,Solanum,brevicaule,"Okada, KA",7134,,BAL,Jujuy,Humahuaca,Quebrada de Inca cuevas,3600 m,07-Jun-79,22°54'S,"65°16'60""W",Argentina,Okada,fl
3502,Solanum,brevicaule,"Okada, KA",7136,,BAL,Jujuy,Humahuaca,Esquina Blanca,3600 m,07-Jun-79,23°18'S,65°42'W,Argentina,Okada,fl
3653,Solanum,brevicaule,"Okada, KA",7415,,BAL,Jujuy,Humahuaca,Chaupi Rodero,3500 m,29-Jan-83,"22°55'60""S",65°18'W,Argentina,Okada,fr
3644,Solanum,brevicaule,"Okada, KA",6716,"Clausen, A M, Montes, L ",BAL,Jujuy,Humahuaca,Chaupi Rodero,NA,10-Feb-78,"22°55'60""S",65°18'W,Argentina,Okada & Clausen,
3647,Solanum,brevicaule,"Okada, KA",6787,"García, O", BAL,Jujuy,Humahuaca,Chaupi Rodero,3700 m,21-Apr-78,"22°55'60""S",65°18'W,Argentina,Okada & García,
3648,Solanum,brevicaule,"Okada, KA",6791,"García, O",BAL,Jujuy,Humahuaca,Chaupi Rodero,3700 m,21-Apr-78,"22°55'60""S",65°18'W,Argentina,Okada & García,fl
3567,Solanum,brevicaule,"Okada, KA",7595,"García, O",BAL,Jujuy,Humahuaca,Palca de Aparzo,3500 m,08-Apr-83,23°6'S,"65°5'60""W",Argentina,Okada & García,fr
3568,Solanum,brevicaule,"Okada, KA",7596,"García, O",BAL,Jujuy,Humahuaca,Palca de Aparzo,3500 m,08-Apr-83,23°6'S,"65°5'60""W",Argentina,Okada & García,fl
3655,Solanum,brevicaule,"Okada, KA",7630,"García, O",BAL,Jujuy,Humahuaca,Chaupi Rodero,3500 m,16-Apr-83,"22°55'60""S",65°18'W,Argentina,Okada & García,fr
3547,Solanum,brevicaule,"Okada, KA",5361,"Hermsen,J, Bellos,E",BAL,Jujuy,Humahuaca,Serrania de Aparzo,3500 m,26-Mar-74,"23°7'60""S",65°12'W,Argentina,Okada & Hermsen,
3549,Solanum,brevicaule,"Okada, KA",5376,"Hermsen,J, Bellos,E",BAL,Jujuy,Humahuaca,Serrania de Aparzo,3600 m,26-Mar-74,"23°7'60""S",65°12'W,Argentina,Okada & Hermsen,fr
3398,Solanum,brevicaule,"Hoffmann, W",1635,,BAL,Jujuy,Tilcara,Stream of Quebrada de Hornillos,3050 m,1970,23°39'S,"65°24'60""W",Argentina,Hoffmann,fr
3399,Solanum,brevicaule,"Hoffmann, W",1636,,"BAL, PTIS",Jujuy,Tilcara,Stream of Quebrada de Hornillos,3050 m,13-Aug-70,23°39'S,"65°24'60""W",Argentina,Hoffmann,
3403,Solanum,brevicaule,"Okada, KA",3813,,"BAL, PTIS",Jujuy,Tilcara,Sierra de Malpaso,2850 m,08-Apr-71,"23°37'12""S","65°25'48""W",Argentina,Okada,fr
3471,Solanum,brevicaule,"Okada, KA",4298,,"BAL, PTIS",Jujuy,Tilcara,Casa Colorada,3300 m,15-Mar-72,"23°33'60""S","65°19'60""W",Argentina,Okada,fr
3441,Solanum,brevicaule,"Okada, KA",4352,,"BAL, PTIS",Jujuy,Tilcara,Alfarcito,2900 m,19-Mar-72,"23°34'60""S","65°20'60""W",Argentina,Okada,fr
3394,Solanum,brevicaule,"Okada, KA",4434,,"BAL, PTIS",Jujuy,Tilcara,Quebrada del Chorro,3900 m,26-Mar-72,"23°39'60""S","65°9'60""W",Argentina,Okada,fr
3391,Solanum,brevicaule,"Okada, KA",4437,,"BAL, PTIS",Jujuy,Tilcara,Quebrada del Chorro,3900 m,26-Mar-72,"23°40'60""S","65°25'60""W",Argentina,Okada,fr
3458,Solanum,brevicaule,"Petersen, E",356,"Hjerting, JP","C, K, LIL",Jujuy,Tilcara,Tilcara,4000 m,24-Mar-52,"23°33'60""S","65°21'60""W",Argentina,Petersen & Hjerting,fr
3461,Solanum,brevicaule,"Sleumer, H",4119,,"K, LIL, LL",Jujuy,Tilcara,Tilcara,3000 m,25-Feb-53,"23°33'60""S","65°21'60""W",Argentina,Sleumer,fr
3411,Solanum,brevicaule,"Okada, KA",4325,,BAL,Jujuy,Tumbaya,Quebrada de Estancia Grande,3200 m,17-Mar-72,"23°36'60""S",65°33'W,Argentina,Okada,fr
3420,Solanum,brevicaule,"Okada, KA",4336,,"BAL, PTIS",Jujuy,Tumbaya,Quebrada de Sepulturas,3100 m,21-Feb-72,"23°34'60""S","65°36'60""W",Argentina,Okada,fl
3534,Solanum,brevicaule,"Okada, KA",3074,,"BAL, K",Jujuy,Unknown,,3400 m,08-Apr-74,"23°10'12""S",65°27'W,Argentina,Okada,fr
3263,Solanum,brevicaule,"Hjerting, JP",341,"Petersen, E; Rahn, K",K,Salta,Cachí,10 km from Payogasta toward Salta,2600 m,23-Feb-56,25°S,66°1'W,Argentina,Hjerting et al.,
3253,Solanum,brevicaule,"Okada, KA",7675,"García, O", BAL,Salta,Cachí,Las Cuevas,3500 m,04-May-83,25°3'S,"66°20'60""W",Argentina,Okada & García,fl
3248,Solanum,brevicaule,"Okada, KA",7387,,BAL,Salta,Chicoana,Piedra Molino,3500 m,23-Jan-83,"25°9'60""S","65°51'60""W",Argentina,Okada,fl
3249,Solanum,brevicaule,"Okada, KA",7680,"García, O",PTIS,Salta,Chicoana,Cachí,3600 m,05-May-83,25°6'S,"66°10'60""W",Argentina,Okada & García,
3679,Solanum,brevicaule,"Clausen, AM",677,,BAL,Salta,Iruya,Iruya,2700 m,01-Apr-89,"22°45'60""S","65°13'60""W",Argentina,Clausen,
3715,Solanum,brevicaule,"Hoffmann, W",1697,,BAL,Salta,Iruya,Pantipampa,3200 m,1970,22°36'S,"65°9'60""W",Argentina,Hoffmann,fl
3708,Solanum,brevicaule,"Hoffmann, W",1706,,BAL,Salta,Iruya,Abra Colorada,3400 m,01-Jan-70,"22°40'48""S",65°12'W,Argentina,Hoffmann,fr
3705,Solanum,brevicaule,"Hoffmann, W",1707,,BAL,Salta,Iruya,Abra Colorada,3400 m,01-Jan-70,"22°41'24""S","65°12'36""W",Argentina,Hoffmann,fl
3689,Solanum,brevicaule,"Okada, KA",6638,"Clausen, A M, Montes, L ",BAL,Salta,Iruya,Quebrada del  Río Chico,3300 m,01-Feb-78,"22°43'60""S","65°9'60""W",Argentina,Okada & Clausen,
3582,Solanum,brevicaule,"Okada, KA",6644,"Clausen, A M, Montes, L ",BAL,Salta,Iruya,Quebrada del  Río Chico,3300 m,01-Feb-78,"23°1'60""S","64°37'60""W",Argentina,Okada & Clausen,fr
3716,Solanum,brevicaule,"Okada, KA",6657,"Clausen, A M, Montes, L ",BAL,Salta,Iruya,Quebrada del  Río Chico,3800 m,01-Feb-78,22°36'S,"65°9'60""W",Argentina,Okada & Clausen,fl
3685,Solanum,brevicaule,"Okada, KA",6665,"Clausen, A M, Montes, L ",BAL,Salta,Iruya,Pie de la Cuesta,3000 m,03-Feb-78,22°45'S,"64°51'60""W",Argentina,Okada & Clausen,fr
3670,Solanum,brevicaule,"Okada, KA",6649,"Clausen, AM; Montes, L ",BAL,Salta,Iruya,Quebrada del  Río Chico,3300 m,01-Feb-78,"22°49'60""S",64°42'W,Argentina,Okada et al.,fr
3671,Solanum,brevicaule,"Okada, KA",6829,"García, O","BAL, C",Salta,Iruya,Quebrada de El Volcancito,3000 m,21-Sep-78,"22°49'12""S","65°13'48""W",Argentina,Okada & García,fr
3583,Solanum,brevicaule,"Okada, KA",6839,"García, O",BAL,Salta,Iruya,Quebrada del Río San Isidro,3050 m,25-Apr-78,"23°1'60""S","64°37'60""W",Argentina,Okada & García,fl
3699,Solanum,brevicaule,"Okada, KA",6863,"García, O",BAL,Salta,Iruya,Chiyuyoc,3050 m,27-Apr-78,"22°42'60""S",65°12'W,Argentina,Okada & García,
3269,Solanum,brevicaule,"Clausen, AM",1572,"Erazzú, LE",BAL,Salta,La Poma,El Rodeo,3672 m,15-Mar-03,"24°49'60""S","66°10'60""W",Argentina,Clausen & Erazzú,fr
3280,Solanum,brevicaule,"Okada, KA",7375,,BAL,Salta,La Poma,El Rodeo,3700 m,21-Jan-83,"24°49'60""S","66°10'60""W",Argentina,Okada,
3273,Solanum,brevicaule,"Okada, KA",4840,"Ross, H; Haisma, J; Lucarini, O","BAL, PTIS",Salta,La Poma,El Rodeo,3900 m,21-Mar-73,"24°49'60""S","66°10'60""W",Argentina,Okada et al.,fr
3274,Solanum,brevicaule,"Okada, KA",4841,"Ross, H; Haisma, J; Lucarini, O","BAL, PTIS",Salta,La Poma,El Rodeo,3900 m,21-Mar-73,"24°49'60""S","66°10'60""W",Argentina,Okada et al.,fr
3301,Solanum,brevicaule,"Okada, KA",4919,"Lucarini, O",BAL,Salta,La Poma,El Trigal,3300 m,05-Apr-73,"24°39'60""S",66°12'W,Argentina,Okada & Lucarini,fr
